,T,RH,WS,Rs,P,month,season
2720,0.00675255,0.036843102,-0.041359525,-0.15115993,-0.0013754095,4,Summer
2765,0.019385345,0.009947691,-0.061233535,-0.19561979,-0.0010263007,4,Summer
2778,-0.004252488,0.04958694,0.0802695,0.063442655,0.003581129,4,Summer
2792,0.009504209,0.05167515,0.0094179055,-0.15224688,0.0024834832,4,Summer
2797,-0.018857174,0.049193624,0.05559933,-0.16500604,-0.0049719205,4,Summer
2808,0.13262257,0.03616911,0.023390526,0.55330163,0.0027739694,4,Summer
2810,0.13528389,0.039768428,0.03343622,0.28737944,0.007904658,4,Summer
2812,0.092347935,0.036879744,0.0071002683,-0.04056734,-2.3517401e-05,4,Summer
2814,0.020843256,0.035100926,-0.024125112,-0.15547937,0.0010632068,4,Summer
2821,-0.011338581,0.009140529,0.03682066,-0.16591647,0.0022947819,4,Summer
2862,0.04011724,0.030597635,-0.022807563,-0.15848345,0.002171237,4,Summer
2865,0.016040927,0.031026553,-0.006122866,-0.15782307,-0.0011358612,4,Summer
2870,-0.009861767,0.029848158,0.023449164,-0.15981537,-0.0010002747,5,Summer
2886,0.04038476,0.038940236,-0.010195879,-0.15654229,-0.0005177236,5,Summer
2924,0.08026351,0.034664977,0.06599709,0.3619055,0.0035714372,5,Summer
2926,0.13542926,0.0369755,0.018700093,0.503206,0.0062212115,5,Summer
2939,0.005962753,0.034458954,-0.031246178,-0.15553136,-0.0008653791,5,Summer
2955,0.15061298,0.048073906,0.060023576,0.09005689,0.0057045836,5,Summer
2968,-0.012743711,0.010520702,0.07366038,-0.16176629,-0.0004043859,5,Summer
2970,0.016471943,0.02564253,0.10842978,0.08136423,0.0068004746,5,Summer
2986,0.018863061,0.04387169,0.009541435,-0.15790479,0.0014424539,5,Summer
2990,0.00050190993,0.028321074,0.06129938,-0.17010885,0.0031692865,5,Summer
2994,0.010281095,0.022327544,0.11204924,0.10060437,0.0074131046,5,Summer
3036,0.011701959,0.016468804,0.07352505,-0.1762664,0.0018752625,5,Summer
3067,0.022482956,-0.0053407513,0.09898276,0.18540686,0.004683587,5,Summer
3084,0.017449832,0.028653815,0.09288756,-0.18206762,0.002442314,5,Summer
3114,-0.025320256,-0.03613465,0.101738185,0.08712637,0.00017225042,5,Summer
3118,0.14312571,0.027264304,0.15142332,0.5619657,0.0072926986,5,Summer
3140,0.0757526,0.022834046,0.14636251,0.3726845,0.008622337,5,Summer
3153,0.014649282,0.042481583,-0.0028114447,-0.15788162,-0.0010719369,5,Summer
3157,-0.005280676,0.0075195883,0.05559918,-0.16937383,0.000849986,5,Summer
3158,-0.007779584,0.0029067066,0.042558793,-0.16728471,0.0004592422,5,Summer
3180,-0.0015890194,0.0062508457,0.054302577,-0.16957845,0.0003596976,5,Summer
3189,0.066296324,0.004636283,0.12720053,0.50933903,0.007233043,5,Summer
3190,0.1182535,0.019341642,0.13714363,0.56676507,0.008157456,5,Summer
3193,0.15128529,0.04524326,0.16181803,0.45054537,0.006318163,5,Summer
3194,0.1580622,0.05088288,0.17192794,0.29189366,0.00713668,5,Summer
3213,0.05570732,-0.010199028,0.09316373,0.4825036,0.0033626228,5,Summer
3218,0.12734847,0.029495178,0.067733705,0.26484564,0.0072073843,5,Summer
3228,0.011741978,-0.009277678,0.07057274,-0.17583977,0.0021765493,5,Summer
3246,0.032980718,0.011569051,-0.03055428,-0.16106722,-0.002048222,5,Summer
3254,-0.010118188,-0.02411311,0.058246233,-0.17065437,-0.00020270904,5,Summer
3268,0.07417902,0.023591027,0.061457142,-0.04395347,0.0009803623,5,Summer
3276,-0.016022136,-0.026032757,0.056755554,-0.16899468,-0.00047423196,5,Summer
3291,0.05984604,0.010742803,0.014889897,0.095958106,0.0055822087,5,Summer
3317,0.01398631,-0.0051391553,-0.040353104,-0.16397661,-0.0004081512,5,Summer
3327,-0.022627665,-0.038123347,0.043374173,-0.16495264,0.000445383,5,Summer
3343,0.0034872773,-0.0065959883,-0.025864033,-0.1617621,-0.0017388819,5,Summer
3354,-0.015212349,-0.033816133,0.0740753,0.046492495,0.0016090028,5,Summer
3370,-0.010824908,-0.029136263,-0.021117808,-0.15957358,-0.0006454869,5,Summer
3420,-0.007387397,-0.008087322,-0.02473687,-0.15889221,0.0003501045,5,Summer
3430,0.12982205,0.02641842,0.08471227,0.5355927,0.00603448,5,Summer
3443,0.016894786,0.02288383,0.06952179,-0.17648794,0.0018225193,5,Summer
3475,0.028627267,-0.021879856,0.09728438,0.24405476,0.0032768056,5,Summer
3488,0.043519937,-0.0014096688,0.06917043,-0.18203874,0.00046300524,5,Summer
3502,0.111998506,0.009054346,0.044003025,0.5299841,0.009319243,5,Summer
3518,0.0041871923,-0.012201224,0.064358264,-0.17431112,-0.00057754834,5,Summer
3524,0.039351482,-0.0039169043,0.056123115,0.3846595,0.0050790375,5,Summer
3572,0.042357225,-0.023013357,0.06145214,0.3494652,0.006381292,5,Summer
3574,0.0657701,-0.010193339,0.053334974,0.51743996,0.0035585335,5,Summer
3575,0.08439096,-0.007793905,0.049000606,0.5590177,0.0030751126,5,Summer
3596,0.06009306,-0.01938841,0.09775458,0.28576222,0.0056946226,5,Summer
3600,0.12671985,0.013684628,0.08689406,0.4938236,0.006886156,5,Summer
3603,0.11416452,0.028081786,0.090954445,0.101626754,0.0030304147,5,Summer
3614,-0.0064505646,-0.03241165,0.073743366,-0.17560999,-0.0031170088,6,Summer
3630,0.048502147,0.008960134,0.048541836,-0.17932521,-0.0001617293,6,Summer
3645,0.072027445,-0.0040533645,0.074889965,0.47039184,0.004795907,6,Summer
3658,0.023120286,-0.0033429544,0.045816746,-0.17206144,-0.00019917311,6,Summer
3661,0.005478776,-0.018037343,0.06492202,-0.17444475,-0.000510695,6,Summer
3668,0.066152595,-0.011314,0.105327874,0.34692225,0.007098845,6,Summer
3670,0.11466868,0.0021941273,0.09169906,0.51828295,0.010774052,6,Summer
3699,0.111333266,0.026314305,0.048250586,0.11725719,-1.3118697e-05,6,Summer
3710,-0.005035506,-0.019673305,0.056831103,-0.17119206,-0.0024870483,6,Summer
3712,-0.014097513,-0.03342504,0.089058004,-0.13186215,-0.0017193264,6,Summer
3713,-0.01264489,-0.03709958,0.088106796,-0.057428624,0.00029997577,6,Summer
3714,-0.0013038367,-0.02556858,0.08601748,0.04902938,0.003324329,6,Summer
3734,0.0012502653,-0.013509987,0.041857474,-0.16801187,-0.0015753305,6,Summer
3738,0.0077662123,-0.0127804605,0.07817457,-0.0016483564,0.0014252312,6,Summer
3741,0.0793948,0.005113112,0.04812643,0.28869236,0.0070857387,6,Summer
3748,0.08342157,0.026956402,0.046742577,-0.04776664,-0.0019431851,6,Summer
3780,0.010601009,0.0070629753,0.0018685241,-0.1627987,0.00058541977,6,Summer
3792,0.1259551,0.027041767,-0.004631493,0.48871619,0.006161803,6,Summer
3807,-0.0021913173,-0.020015437,0.03842474,-0.16795418,-0.002392172,6,Summer
3811,0.066238135,0.010773095,0.07554657,0.19256194,0.0013955244,6,Summer
3828,-0.0023551993,-0.037042145,0.06311545,-0.17217173,-0.003785313,6,Summer
3858,0.038441233,0.0046208533,0.06519644,0.050806448,0.0015606496,6,Summer
3862,0.114676185,0.020558786,-0.049350213,0.47759315,0.0084302705,6,Summer
3865,0.12625973,0.023773193,-0.07697473,0.2744546,0.009295782,6,Summer
3870,0.04791216,0.018563816,-0.10517685,-0.16924223,-0.00040584742,6,Summer
3901,-2.4857025e-05,-0.03793829,0.06226176,-0.17282864,-0.0037648343,6,Summer
3924,-0.023871666,-0.067410976,0.028562825,-0.16422369,-0.00033097825,6,Summer
3933,0.03361425,-0.0008736828,-0.075423494,0.18009408,0.007978469,6,Summer
3934,0.040581133,0.002028213,-0.07408232,0.3683881,0.012706147,6,Summer
3938,0.06075098,0.0015659449,-0.060041655,0.2416437,0.004006674,6,Summer
3957,0.01915831,-0.001460666,-0.07332955,0.4064839,0.010517588,6,Summer
3972,-0.018534392,-0.05505919,0.018072,-0.16184698,-0.001578327,6,Summer
3998,-0.029189194,-0.06649406,0.005263883,-0.15842761,-0.00062560034,6,Summer
4007,0.046416976,0.0024228722,-0.016261572,0.48316997,0.006415088,6,Summer
4012,0.04049126,0.005544943,-0.041277662,-0.0582776,-0.001891633,6,Summer
4020,-0.023435753,-0.063783586,0.03416826,-0.16453463,-0.000579967,6,Summer
4021,-0.026269693,-0.06747482,0.028123805,-0.1630905,-9.990083e-05,6,Summer
4035,0.04661528,0.0057242154,-0.089767925,0.08403014,0.004413651,6,Summer
4042,-0.009275254,-0.033883214,-0.0029755123,-0.16173746,-0.0025722114,6,Summer
4061,0.02841501,-0.01318596,-0.0036969227,-0.15109591,-0.0019455882,6,Summer
4065,-0.0028541535,-0.035428785,0.05699504,-0.17086762,-0.0034993545,6,Summer
4087,0.005476003,-0.025306461,0.052103516,-0.1730658,-0.0016922035,6,Summer
4096,-0.035956006,-0.083775885,0.06863896,-0.13619678,0.0006619623,6,Summer
4129,0.096644774,0.0059934584,0.11342521,0.38649106,0.0019293142,6,Summer
4146,-0.027219685,-0.06677581,0.075972944,0.026660899,0.0027237078,6,Summer
4174,0.03715352,-0.013007435,0.07656882,0.39212576,0.006885676,6,Summer
4219,-0.0038621477,-0.039837666,0.07735234,0.1945722,0.004078036,6,Summer
4232,0.0013565123,-0.01995723,0.010756318,-0.1634111,-0.002623271,6,Summer
4246,0.040528793,-0.0060669426,0.016977087,0.5060856,0.007110909,6,Summer
4251,0.06937113,0.010462095,-0.012634502,0.093857735,0.0031133727,6,Summer
4262,-0.020183474,-0.04246242,0.04536436,-0.16787262,-0.000611888,6,Summer
4266,-0.019589957,-0.04418567,0.072435826,0.058295283,0.0021695422,6,Summer
4268,0.028953826,-0.017052853,0.071486585,0.32400548,0.0062342,6,Summer
